adults,children,babies,meal,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,0,0,BB,0,1,Check-Out,2/19/16
1,0,0,BB,0,1,Check-Out,3/22/16
1,0,0,BB,0,1,Check-Out,6/17/16
1,0,0,BB,1,1,Check-Out,6/22/16
1,0,0,BB,0,1,Check-Out,6/28/16
1,0,0,BB,1,1,Check-Out,7/8/16
3,0,0,BB,0,2,Check-Out,12/22/15
2,0,0,BB,0,0,Check-Out,12/22/15
3,0,0,BB,0,1,Check-Out,12/22/15
2,0,0,BB,0,1,Check-Out,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,BB,0,0,Canceled,12/22/15
2,0,0,HB,0,0,Check-Out,12/23/15
3,0,0,BB,0,1,Check-Out,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,1,Check-Out,12/23/15
2,0,0,BB,0,1,Check-Out,12/23/15
2,0,0,BB,0,1,Check-Out,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,1,Check-Out,12/23/15
2,0,0,BB,0,1,Check-Out,12/23/15
2,0,0,BB,0,1,Canceled,12/23/15
0,2,0,BB,0,1,Canceled,12/23/15
3,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
1,0,0,BB,0,2,Check-Out,12/23/15
2,0,0,BB,0,2,Check-Out,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,1,Canceled,12/23/15
2,0,0,BB,0,0,Check-Out,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
2,0,0,BB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
1,0,0,HB,0,0,Canceled,12/23/15
2,0,0,SC,0,1,Check-Out,12/24/15
2,0,0,BB,0,2,Check-Out,12/24/15
2,0,0,BB,0,2,Check-Out,12/29/15
3,0,0,HB,0,0,Check-Out,12/24/15
2,0,0,BB,0,0,Check-Out,12/24/15
2,0,0,BB,0,1,Canceled,12/24/15
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
1,1,0,BB,0,1,Canceled,12/24/15
0,0,0,BB,0,0,Check-Out,12/24/15
0,0,0,BB,0,1,Check-Out,12/24/15
0,0,0,BB,0,0,Check-Out,12/24/15
0,0,0,BB,0,0,Check-Out,12/24/15
2,0,0,BB,0,0,No-Show,12/24/15
2,0,0,BB,0,1,Check-Out,12/25/15
1,0,0,BB,0,2,Check-Out,12/25/15
2,0,0,SC,0,1,Check-Out,12/25/15
2,0,0,SC,0,1,Check-Out,12/25/15
2,0,0,SC,0,1,Check-Out,12/25/15
1,0,0,BB,0,2,Check-Out,12/25/15
1,0,0,BB,0,2,Check-Out,12/25/15
2,0,0,BB,0,2,Check-Out,12/25/15
2,0,0,BB,0,0,Check-Out,12/25/15
3,0,0,BB,0,0,Canceled,12/25/15
3,0,0,BB,0,0,Canceled,12/25/15
2,1,0,BB,0,1,No-Show,12/25/15
2,0,0,BB,0,1,Check-Out,12/26/15
2,0,0,BB,0,1,Check-Out,12/26/15
1,0,0,BB,0,0,Check-Out,12/26/15
2,0,0,BB,0,0,Check-Out,12/26/15
2,0,0,BB,0,1,Check-Out,12/26/15
2,0,0,BB,0,1,Check-Out,12/26/15
0,2,0,BB,0,1,Check-Out,1/22/17
2,0,0,SC,0,1,Check-Out,12/26/15
2,0,0,BB,0,0,Check-Out,12/26/15
2,0,0,BB,0,0,Check-Out,12/26/15
2,0,0,BB,0,1,Canceled,12/26/15
2,0,0,SC,0,1,Canceled,12/26/15
2,0,0,BB,0,0,Canceled,12/26/15
2,0,0,BB,0,0,Check-Out,12/27/15
2,0,0,BB,1,1,Check-Out,12/27/15
2,0,0,HB,0,1,Check-Out,12/27/15
2,0,0,BB,0,0,Check-Out,12/27/15
2,0,0,BB,0,1,Check-Out,12/27/15
2,0,0,BB,0,2,Check-Out,12/27/15
2,0,0,BB,0,1,Check-Out,12/27/15
2,0,0,BB,0,1,Check-Out,12/27/15
2,0,0,BB,1,0,Check-Out,12/27/15
0,2,0,BB,0,0,Check-Out,12/27/15
2,0,1,BB,0,1,Check-Out,12/27/15
1,0,0,HB,1,0,Check-Out,12/27/15
2,0,0,HB,0,0,Check-Out,12/27/15
3,0,0,BB,0,2,Check-Out,12/27/15
2,0,0,BB,0,0,No-Show,12/27/15
2,0,0,BB,0,0,No-Show,12/27/15
2,0,0,BB,0,0,Check-Out,12/28/15
2,0,0,BB,0,1,Canceled,12/28/15
3,0,0,BB,0,0,Check-Out,12/28/15
2,0,0,HB,0,0,Canceled,12/28/15
2,0,0,BB,0,0,Canceled,12/28/15
2,0,0,BB,1,1,Check-Out,12/28/15
1,0,0,BB,0,0,Check-Out,12/28/15
2,0,0,BB,0,0,Check-Out,12/28/15
3,0,0,BB,0,1,Check-Out,12/28/15
2,2,0,BB,0,3,Check-Out,12/28/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,SC,1,1,Check-Out,12/29/15
2,2,0,SC,0,1,Check-Out,12/29/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,BB,0,1,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,1,Check-Out,12/29/15
2,0,0,BB,0,1,Check-Out,12/29/15
2,0,0,BB,0,1,Check-Out,12/29/15
2,0,0,BB,0,1,Check-Out,12/29/15
2,0,0,BB,0,1,Check-Out,12/29/15
2,0,0,HB,0,2,Check-Out,12/29/15
2,0,1,BB,0,2,Canceled,12/29/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,BB,0,0,Check-Out,12/29/15
2,0,0,BB,0,1,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,BB,0,0,Canceled,12/29/15
2,0,0,HB,0,0,Canceled,12/29/15
2,0,0,HB,0,0,Canceled,12/29/15
2,2,0,BB,0,1,No-Show,12/29/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,SC,0,1,Check-Out,12/30/15
1,0,0,BB,0,0,Check-Out,12/30/15
1,0,0,BB,0,0,Check-Out,1/12/16
1,0,0,BB,0,0,No-Show,6/8/16
1,0,0,BB,0,0,Check-Out,6/15/16
1,0,0,BB,0,0,Check-Out,12/7/16
1,0,0,BB,0,0,Check-Out,1/26/17
1,0,0,BB,0,0,Check-Out,4/20/17
2,1,0,HB,0,3,Check-Out,12/30/15
2,0,0,HB,0,1,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,SC,0,2,Check-Out,12/30/15
2,0,0,SC,0,0,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,1,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,2,Check-Out,12/30/15
2,0,0,BB,0,2,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,BB,0,2,Check-Out,12/30/15
2,0,0,BB,1,2,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,SC,0,2,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,HB,0,0,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,0,0,BB,1,0,Check-Out,12/30/15
3,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,1,0,Check-Out,12/30/15
2,0,0,SC,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,1,0,Check-Out,12/30/15
2,0,0,BB,1,0,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,1,Check-Out,12/30/15
2,0,0,BB,0,0,Check-Out,12/30/15
2,1,0,HB,0,0,Check-Out,12/30/15
2,0,0,BB,0,1,Canceled,12/30/15
2,0,0,BB,0,1,Canceled,12/30/15
2,0,0,BB,0,1,No-Show,12/30/15
2,0,0,BB,0,1,No-Show,12/30/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,0,0,SC,0,0,Check-Out,12/31/15
2,0,0,BB,0,2,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,2,0,BB,0,1,Check-Out,12/31/15
2,0,0,SC,0,1,Check-Out,12/31/15
2,0,0,SC,0,1,Check-Out,12/31/15
2,0,0,SC,0,1,Check-Out,12/31/15
2,0,0,BB,0,1,Check-Out,12/31/15
2,0,0,BB,0,1,Check-Out,12/31/15
2,1,0,BB,0,1,Check-Out,12/31/15
2,0,0,BB,1,2,Check-Out,12/31/15
2,0,0,BB,0,2,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,SC,0,0,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,12/31/15
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,2,Check-Out,1/1/16
2,0,0,BB,1,1,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,BB,1,0,Check-Out,12/11/15
1,0,0,BB,1,0,Check-Out,12/17/15
2,1,0,BB,1,2,Check-Out,1/1/16
1,0,0,BB,1,1,Check-Out,3/11/16
1,0,0,BB,0,2,Check-Out,10/14/16
1,0,0,BB,0,2,Check-Out,11/27/16
1,0,0,BB,1,2,Check-Out,12/18/16
1,0,0,BB,0,1,Check-Out,4/3/17
1,0,0,BB,0,2,Check-Out,5/20/17
2,0,0,BB,0,1,Check-Out,1/1/16
2,0,1,BB,0,2,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,SC,0,0,Check-Out,1/1/16
1,0,0,SC,0,0,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,1,1,Check-Out,1/1/16
2,0,0,SC,0,1,Check-Out,1/1/16
1,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,SC,0,0,Check-Out,1/1/16
2,0,0,BB,0,2,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,1/1/16
1,0,0,BB,0,0,Check-Out,2/3/17
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,1,Check-Out,1/1/16
1,0,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,1,0,BB,0,0,Check-Out,1/1/16
2,1,0,BB,0,1,Check-Out,1/1/16
2,0,0,BB,0,0,Check-Out,1/1/16
2,0,0,BB,0,2,Check-Out,1/2/16
2,0,0,BB,0,2,Check-Out,1/2/16
2,1,0,HB,0,2,Check-Out,1/2/16
2,0,0,HB,0,1,Check-Out,1/2/16
2,0,0,HB,0,1,Check-Out,1/2/16
2,0,0,HB,0,1,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,1,BB,0,3,Check-Out,1/2/16
2,1,0,BB,0,3,Check-Out,1/2/16
2,1,0,BB,0,3,Check-Out,1/2/16
2,0,0,BB,0,2,Check-Out,1/2/16
2,0,0,HB,0,1,Check-Out,1/2/16
2,0,0,BB,0,2,Check-Out,1/2/16
2,0,0,HB,0,1,Check-Out,1/2/16
2,0,0,BB,0,2,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,1,0,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
1,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,1,2,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,1,0,Check-Out,1/2/16
2,2,1,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,1,1,HB,0,3,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,2,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,2,Check-Out,1/2/16
3,1,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,2,0,BB,1,2,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
2,0,0,BB,0,1,Check-Out,1/2/16
2,0,0,BB,0,0,Check-Out,1/2/16
3,0,0,BB,0,3,Check-Out,1/2/16
1,0,0,SC,0,0,Canceled,1/2/16
2,0,0,BB,0,0,Canceled,1/2/16
3,0,0,BB,0,1,No-Show,1/2/16
3,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,1,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,3,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,3,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,HB,0,0,Check-Out,1/3/16
1,0,0,BB,0,0,Check-Out,1/3/16
2,2,0,BB,1,1,Check-Out,1/3/16
1,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
3,0,0,BB,0,1,Check-Out,1/3/16
1,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,1,0,BB,0,3,Check-Out,1/3/16
2,0,0,SC,0,0,Check-Out,1/3/16
2,1,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,1,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,HB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,HB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,1,Check-Out,1/3/16
2,0,0,SC,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/3/16
2,0,0,BB,0,0,Check-Out,1/4/16
1,0,0,BB,0,0,Check-Out,1/4/16
2,0,0,BB,0,0,Check-Out,1/4/16
2,0,0,BB,0,0,Check-Out,1/4/16
2,0,0,BB,0,0,Check-Out,1/4/16
2,0,0,BB,0,0,Check-Out,1/4/16
2,0,0,SC,0,1,Check-Out,1/4/16
2,0,0,SC,0,2,Check-Out,1/4/16
2,0,0,BB,0,0,Canceled,1/4/16
2,0,0,BB,0,1,Canceled,1/4/16
0,2,0,BB,0,1,Canceled,1/4/16
2,0,0,BB,0,0,Check-Out,1/4/16
2,0,0,SC,0,2,Check-Out,1/4/16
2,0,0,BB,0,0,Canceled,1/4/16
2,0,0,BB,0,1,Canceled,1/4/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
3,0,0,BB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
